STATISTIC,Statistic,TLIST(A1),Year,C02039V02469,Type of Crop,UNIT,VALUE
AQA03C2,Crop Yield per Hectare,2001,2001,2,Beans and peas,Tonnes,4.7
AQA03C2,Crop Yield per Hectare,2001,2001,3,Oilseed rape,Tonnes,3
AQA03C2,Crop Yield per Hectare,2001,2001,4,Potatoes,Tonnes,33.5
AQA03C2,Crop Yield per Hectare,2001,2001,5,Turnips,Tonnes,54.4
AQA03C2,Crop Yield per Hectare,2001,2001,61,Sugar beet,Tonnes,48.2
AQA03C2,Crop Yield per Hectare,2001,2001,62,Fodder beet,Tonnes,65.5
AQA03C2,Crop Yield per Hectare,2001,2001,7,Kale and field cabbage,Tonnes,
AQA03C2,Crop Yield per Hectare,2002,2002,1,"Total wheat, oats and barley",Tonnes,6.6
AQA03C2,Crop Yield per Hectare,2002,2002,11,Total wheat,Tonnes,8.4
AQA03C2,Crop Yield per Hectare,2002,2002,111,Winter wheat,Tonnes,8.8
AQA03C2,Crop Yield per Hectare,2002,2002,112,Spring wheat,Tonnes,7.2
AQA03C2,Crop Yield per Hectare,2002,2002,12,Total oats,Tonnes,7.1
AQA03C2,Crop Yield per Hectare,2002,2002,121,Winter oats,Tonnes,7.8
AQA03C2,Crop Yield per Hectare,2002,2002,122,Spring oats,Tonnes,5.9
AQA03C2,Crop Yield per Hectare,2002,2002,13,Total barley,Tonnes,5.5
AQA03C2,Crop Yield per Hectare,2002,2002,131,Winter barley,Tonnes,6.6
AQA03C2,Crop Yield per Hectare,2002,2002,132,Spring barley,Tonnes,5.3
AQA03C2,Crop Yield per Hectare,2002,2002,2,Beans and peas,Tonnes,4.5
AQA03C2,Crop Yield per Hectare,2002,2002,3,Oilseed rape,Tonnes,3.1
AQA03C2,Crop Yield per Hectare,2002,2002,4,Potatoes,Tonnes,33.7
AQA03C2,Crop Yield per Hectare,2002,2002,5,Turnips,Tonnes,54.4
AQA03C2,Crop Yield per Hectare,2002,2002,61,Sugar beet,Tonnes,41.6
AQA03C2,Crop Yield per Hectare,2002,2002,62,Fodder beet,Tonnes,60.9
AQA03C2,Crop Yield per Hectare,2002,2002,7,Kale and field cabbage,Tonnes,
AQA03C2,Crop Yield per Hectare,2003,2003,1,"Total wheat, oats and barley",Tonnes,7.2
AQA03C2,Crop Yield per Hectare,2003,2003,11,Total wheat,Tonnes,8.3
AQA03C2,Crop Yield per Hectare,2003,2003,111,Winter wheat,Tonnes,8.7
AQA03C2,Crop Yield per Hectare,2003,2003,112,Spring wheat,Tonnes,7.6
AQA03C2,Crop Yield per Hectare,2003,2003,12,Total oats,Tonnes,7.4
AQA03C2,Crop Yield per Hectare,2003,2003,121,Winter oats,Tonnes,8.1
AQA03C2,Crop Yield per Hectare,2003,2003,122,Spring oats,Tonnes,6.8
AQA03C2,Crop Yield per Hectare,2003,2003,13,Total barley,Tonnes,6.5
AQA03C2,Crop Yield per Hectare,2003,2003,131,Winter barley,Tonnes,7.7
AQA03C2,Crop Yield per Hectare,2003,2003,132,Spring barley,Tonnes,6.4
AQA03C2,Crop Yield per Hectare,2003,2003,2,Beans and peas,Tonnes,4.8
AQA03C2,Crop Yield per Hectare,2003,2003,3,Oilseed rape,Tonnes,3.1
AQA03C2,Crop Yield per Hectare,2003,2003,4,Potatoes,Tonnes,34.5
AQA03C2,Crop Yield per Hectare,2003,2003,5,Turnips,Tonnes,
AQA03C2,Crop Yield per Hectare,2003,2003,61,Sugar beet,Tonnes,47.7
AQA03C2,Crop Yield per Hectare,2003,2003,62,Fodder beet,Tonnes,
AQA03C2,Crop Yield per Hectare,2003,2003,7,Kale and field cabbage,Tonnes,
AQA03C2,Crop Yield per Hectare,2004,2004,1,"Total wheat, oats and barley",Tonnes,8.2
AQA03C2,Crop Yield per Hectare,2004,2004,11,Total wheat,Tonnes,9.9
AQA03C2,Crop Yield per Hectare,2004,2004,111,Winter wheat,Tonnes,10.5
AQA03C2,Crop Yield per Hectare,2004,2004,112,Spring wheat,Tonnes,8.6
AQA03C2,Crop Yield per Hectare,2004,2004,12,Total oats,Tonnes,7.8
AQA03C2,Crop Yield per Hectare,2004,2004,121,Winter oats,Tonnes,8.3
AQA03C2,Crop Yield per Hectare,2004,2004,122,Spring oats,Tonnes,6.8
AQA03C2,Crop Yield per Hectare,2004,2004,13,Total barley,Tonnes,7.3
AQA03C2,Crop Yield per Hectare,2004,2004,131,Winter barley,Tonnes,8.2
AQA03C2,Crop Yield per Hectare,2004,2004,132,Spring barley,Tonnes,7.1
AQA03C2,Crop Yield per Hectare,2004,2004,2,Beans and peas,Tonnes,5.4
AQA03C2,Crop Yield per Hectare,2004,2004,3,Oilseed rape,Tonnes,3
AQA03C2,Crop Yield per Hectare,2004,2004,4,Potatoes,Tonnes,41.4
AQA03C2,Crop Yield per Hectare,2004,2004,5,Turnips,Tonnes,
AQA03C2,Crop Yield per Hectare,2004,2004,61,Sugar beet,Tonnes,59.8
AQA03C2,Crop Yield per Hectare,2004,2004,62,Fodder beet,Tonnes,
AQA03C2,Crop Yield per Hectare,2004,2004,7,Kale and field cabbage,Tonnes,
AQA03C2,Crop Yield per Hectare,2005,2005,1,"Total wheat, oats and barley",Tonnes,7
AQA03C2,Crop Yield per Hectare,2005,2005,11,Total wheat,Tonnes,8.4
AQA03C2,Crop Yield per Hectare,2005,2005,111,Winter wheat,Tonnes,8.8
AQA03C2,Crop Yield per Hectare,2005,2005,112,Spring wheat,Tonnes,7.6
AQA03C2,Crop Yield per Hectare,2005,2005,12,Total oats,Tonnes,6.7
AQA03C2,Crop Yield per Hectare,2005,2005,121,Winter oats,Tonnes,7.3
AQA03C2,Crop Yield per Hectare,2005,2005,122,Spring oats,Tonnes,6.1
AQA03C2,Crop Yield per Hectare,2005,2005,13,Total barley,Tonnes,6.2
AQA03C2,Crop Yield per Hectare,2005,2005,131,Winter barley,Tonnes,7.4
AQA03C2,Crop Yield per Hectare,2005,2005,132,Spring barley,Tonnes,6.1
AQA03C2,Crop Yield per Hectare,2005,2005,2,Beans and peas,Tonnes,5.1
AQA03C2,Crop Yield per Hectare,2005,2005,3,Oilseed rape,Tonnes,3.8
AQA03C2,Crop Yield per Hectare,2005,2005,4,Potatoes,Tonnes,34.7
AQA03C2,Crop Yield per Hectare,2005,2005,5,Turnips,Tonnes,
AQA03C2,Crop Yield per Hectare,2005,2005,61,Sugar beet,Tonnes,44.5
AQA03C2,Crop Yield per Hectare,2005,2005,62,Fodder beet,Tonnes,
AQA03C2,Crop Yield per Hectare,2005,2005,7,Kale and field cabbage,Tonnes,
AQA03C2,Crop Yield per Hectare,2006,2006,1,"Total wheat, oats and barley",Tonnes,7.6
AQA03C2,Crop Yield per Hectare,2006,2006,11,Total wheat,Tonnes,9.2
AQA03C2,Crop Yield per Hectare,2006,2006,111,Winter wheat,Tonnes,9.8
AQA03C2,Crop Yield per Hectare,2006,2006,112,Spring wheat,Tonnes,7.8
AQA03C2,Crop Yield per Hectare,2006,2006,12,Total oats,Tonnes,7
AQA03C2,Crop Yield per Hectare,2006,2006,121,Winter oats,Tonnes,8
AQA03C2,Crop Yield per Hectare,2006,2006,122,Spring oats,Tonnes,6.4
AQA03C2,Crop Yield per Hectare,2006,2006,13,Total barley,Tonnes,6.8
AQA03C2,Crop Yield per Hectare,2006,2006,131,Winter barley,Tonnes,7.9
AQA03C2,Crop Yield per Hectare,2006,2006,132,Spring barley,Tonnes,6.7
AQA03C2,Crop Yield per Hectare,2006,2006,2,Beans and peas,Tonnes,4.7
AQA03C2,Crop Yield per Hectare,2006,2006,3,Oilseed rape,Tonnes,3.5
AQA03C2,Crop Yield per Hectare,2006,2006,4,Potatoes,Tonnes,33.4
AQA03C2,Crop Yield per Hectare,2006,2006,5,Turnips,Tonnes,
AQA03C2,Crop Yield per Hectare,2006,2006,61,Sugar beet,Tonnes,
AQA03C2,Crop Yield per Hectare,2006,2006,62,Fodder beet,Tonnes,
AQA03C2,Crop Yield per Hectare,2006,2006,7,Kale and field cabbage,Tonnes,
AQA03C2,Crop Yield per Hectare,2007,2007,1,"Total wheat, oats and barley",Tonnes,7.3
AQA03C2,Crop Yield per Hectare,2007,2007,11,Total wheat,Tonnes,8.5
AQA03C2,Crop Yield per Hectare,2007,2007,111,Winter wheat,Tonnes,8.7
AQA03C2,Crop Yield per Hectare,2007,2007,112,Spring wheat,Tonnes,7.7
AQA03C2,Crop Yield per Hectare,2007,2007,12,Total oats,Tonnes,7.5
AQA03C2,Crop Yield per Hectare,2007,2007,121,Winter oats,Tonnes,8.1
AQA03C2,Crop Yield per Hectare,2007,2007,122,Spring oats,Tonnes,6.4
AQA03C2,Crop Yield per Hectare,2007,2007,13,Total barley,Tonnes,6.7
AQA03C2,Crop Yield per Hectare,2007,2007,131,Winter barley,Tonnes,7.6
AQA03C2,Crop Yield per Hectare,2007,2007,132,Spring barley,Tonnes,6.6
AQA03C2,Crop Yield per Hectare,2007,2007,2,Beans and peas,Tonnes,4.4
AQA03C2,Crop Yield per Hectare,2007,2007,3,Oilseed rape,Tonnes,3.9
AQA03C2,Crop Yield per Hectare,2007,2007,4,Potatoes,Tonnes,34
AQA03C2,Crop Yield per Hectare,2007,2007,5,Turnips,Tonnes,
AQA03C2,Crop Yield per Hectare,2007,2007,61,Sugar beet,Tonnes,
AQA03C2,Crop Yield per Hectare,2007,2007,62,Fodder beet,Tonnes,
AQA03C2,Crop Yield per Hectare,2007,2007,7,Kale and field cabbage,Tonnes,
AQA03C3,Crop Yield,1985,1985,1,"Total wheat, oats and barley",000 Tonnes,1986
AQA03C3,Crop Yield,1985,1985,11,Total wheat,000 Tonnes,495
AQA03C3,Crop Yield,1985,1985,111,Winter wheat,000 Tonnes,395
AQA03C3,Crop Yield,1985,1985,112,Spring wheat,000 Tonnes,100
AQA03C3,Crop Yield,1985,1985,12,Total oats,000 Tonnes,126
AQA03C3,Crop Yield,1985,1985,121,Winter oats,000 Tonnes,56
AQA03C3,Crop Yield,1985,1985,122,Spring oats,000 Tonnes,70
AQA03C3,Crop Yield,1985,1985,13,Total barley,000 Tonnes,1365
AQA03C3,Crop Yield,1985,1985,131,Winter barley,000 Tonnes,185
AQA03C3,Crop Yield,1985,1985,132,Spring barley,000 Tonnes,1179
AQA03C3,Crop Yield,1985,1985,2,Beans and peas,000 Tonnes,0
AQA03C3,Crop Yield,1985,1985,3,Oilseed rape,000 Tonnes,0
AQA03C3,Crop Yield,1985,1985,4,Potatoes,000 Tonnes,668
AQA03C3,Crop Yield,1985,1985,5,Turnips,000 Tonnes,466
AQA03C3,Crop Yield,1985,1985,61,Sugar beet,000 Tonnes,1309
AQA03C3,Crop Yield,1985,1985,62,Fodder beet,000 Tonnes,324
AQA03C3,Crop Yield,1985,1985,7,Kale and field cabbage,000 Tonnes,162
AQA03C3,Crop Yield,1986,1986,1,"Total wheat, oats and barley",000 Tonnes,1880
AQA03C3,Crop Yield,1986,1986,11,Total wheat,000 Tonnes,412
AQA03C3,Crop Yield,1986,1986,111,Winter wheat,000 Tonnes,317
AQA03C3,Crop Yield,1986,1986,112,Spring wheat,000 Tonnes,95
AQA03C3,Crop Yield,1986,1986,12,Total oats,000 Tonnes,124
AQA03C3,Crop Yield,1986,1986,121,Winter oats,000 Tonnes,56
AQA03C3,Crop Yield,1986,1986,122,Spring oats,000 Tonnes,68
AQA03C3,Crop Yield,1986,1986,13,Total barley,000 Tonnes,1344
AQA03C3,Crop Yield,1986,1986,131,Winter barley,000 Tonnes,177
AQA03C3,Crop Yield,1986,1986,132,Spring barley,000 Tonnes,1167
AQA03C3,Crop Yield,1986,1986,2,Beans and peas,000 Tonnes,0
AQA03C3,Crop Yield,1986,1986,3,Oilseed rape,000 Tonnes,0
AQA03C3,Crop Yield,1986,1986,4,Potatoes,000 Tonnes,601
AQA03C3,Crop Yield,1986,1986,5,Turnips,000 Tonnes,462
AQA03C3,Crop Yield,1986,1986,61,Sugar beet,000 Tonnes,1274
AQA03C3,Crop Yield,1986,1986,62,Fodder beet,000 Tonnes,325
AQA03C3,Crop Yield,1986,1986,7,Kale and field cabbage,000 Tonnes,150
AQA03C3,Crop Yield,1987,1987,1,"Total wheat, oats and barley",000 Tonnes,2005
AQA03C3,Crop Yield,1987,1987,11,Total wheat,000 Tonnes,387
AQA03C3,Crop Yield,1987,1987,111,Winter wheat,000 Tonnes,278
AQA03C3,Crop Yield,1987,1987,112,Spring wheat,000 Tonnes,110
AQA03C3,Crop Yield,1987,1987,12,Total oats,000 Tonnes,133
AQA03C3,Crop Yield,1987,1987,121,Winter oats,000 Tonnes,63
AQA03C3,Crop Yield,1987,1987,122,Spring oats,000 Tonnes,70
AQA03C3,Crop Yield,1987,1987,13,Total barley,000 Tonnes,1485
AQA03C3,Crop Yield,1987,1987,131,Winter barley,000 Tonnes,211
AQA03C3,Crop Yield,1987,1987,132,Spring barley,000 Tonnes,1274
AQA03C3,Crop Yield,1987,1987,2,Beans and peas,000 Tonnes,0
AQA03C3,Crop Yield,1987,1987,3,Oilseed rape,000 Tonnes,0
AQA03C3,Crop Yield,1987,1987,4,Potatoes,000 Tonnes,671
AQA03C3,Crop Yield,1987,1987,5,Turnips,000 Tonnes,505
AQA03C3,Crop Yield,1987,1987,61,Sugar beet,000 Tonnes,1623
AQA03C3,Crop Yield,1987,1987,62,Fodder beet,000 Tonnes,414
AQA03C3,Crop Yield,1987,1987,7,Kale and field cabbage,000 Tonnes,153
AQA03C3,Crop Yield,1988,1988,1,"Total wheat, oats and barley",000 Tonnes,2077
AQA03C3,Crop Yield,1988,1988,11,Total wheat,000 Tonnes,455
AQA03C3,Crop Yield,1988,1988,111,Winter wheat,000 Tonnes,305
AQA03C3,Crop Yield,1988,1988,112,Spring wheat,000 Tonnes,150
AQA03C3,Crop Yield,1988,1988,12,Total oats,000 Tonnes,147
AQA03C3,Crop Yield,1988,1988,121,Winter oats,000 Tonnes,74
AQA03C3,Crop Yield,1988,1988,122,Spring oats,000 Tonnes,73
AQA03C3,Crop Yield,1988,1988,13,Total barley,000 Tonnes,1475
AQA03C3,Crop Yield,1988,1988,131,Winter barley,000 Tonnes,179
AQA03C3,Crop Yield,1988,1988,132,Spring barley,000 Tonnes,1297
AQA03C3,Crop Yield,1988,1988,2,Beans and peas,000 Tonnes,0
AQA03C3,Crop Yield,1988,1988,3,Oilseed rape,000 Tonnes,0
AQA03C3,Crop Yield,1988,1988,4,Potatoes,000 Tonnes,671
AQA03C3,Crop Yield,1988,1988,5,Turnips,000 Tonnes,422
AQA03C3,Crop Yield,1988,1988,61,Sugar beet,000 Tonnes,1334
AQA03C3,Crop Yield,1988,1988,62,Fodder beet,000 Tonnes,438
AQA03C3,Crop Yield,1988,1988,7,Kale and field cabbage,000 Tonnes,98
AQA03C3,Crop Yield,1989,1989,1,"Total wheat, oats and barley",000 Tonnes,1918
AQA03C3,Crop Yield,1989,1989,11,Total wheat,000 Tonnes,459
AQA03C3,Crop Yield,1989,1989,111,Winter wheat,000 Tonnes,350
AQA03C3,Crop Yield,1989,1989,112,Spring wheat,000 Tonnes,109
AQA03C3,Crop Yield,1989,1989,12,Total oats,000 Tonnes,134
AQA03C3,Crop Yield,1989,1989,121,Winter oats,000 Tonnes,74
AQA03C3,Crop Yield,1989,1989,122,Spring oats,000 Tonnes,60
AQA03C3,Crop Yield,1989,1989,13,Total barley,000 Tonnes,1325
AQA03C3,Crop Yield,1989,1989,131,Winter barley,000 Tonnes,163
AQA03C3,Crop Yield,1989,1989,132,Spring barley,000 Tonnes,1162
AQA03C3,Crop Yield,1989,1989,2,Beans and peas,000 Tonnes,0
AQA03C3,Crop Yield,1989,1989,3,Oilseed rape,000 Tonnes,0
AQA03C3,Crop Yield,1989,1989,4,Potatoes,000 Tonnes,554
AQA03C3,Crop Yield,1989,1989,5,Turnips,000 Tonnes,465
AQA03C3,Crop Yield,1989,1989,61,Sugar beet,000 Tonnes,1451
AQA03C3,Crop Yield,1989,1989,62,Fodder beet,000 Tonnes,391
AQA03C3,Crop Yield,1989,1989,7,Kale and field cabbage,000 Tonnes,94
AQA03C3,Crop Yield,1990,1990,1,"Total wheat, oats and barley",000 Tonnes,1964
AQA03C3,Crop Yield,1990,1990,11,Total wheat,000 Tonnes,598
AQA03C3,Crop Yield,1990,1990,111,Winter wheat,000 Tonnes,506
AQA03C3,Crop Yield,1990,1990,112,Spring wheat,000 Tonnes,92
AQA03C3,Crop Yield,1990,1990,12,Total oats,000 Tonnes,144
AQA03C3,Crop Yield,1990,1990,121,Winter oats,000 Tonnes,81
AQA03C3,Crop Yield,1990,1990,122,Spring oats,000 Tonnes,63
AQA03C3,Crop Yield,1990,1990,13,Total barley,000 Tonnes,1223
AQA03C3,Crop Yield,1990,1990,131,Winter barley,000 Tonnes,221
AQA03C3,Crop Yield,1990,1990,132,Spring barley,000 Tonnes,1002
AQA03C3,Crop Yield,1990,1990,2,Beans and peas,000 Tonnes,15
AQA03C3,Crop Yield,1990,1990,3,Oilseed rape,000 Tonnes,20
AQA03C3,Crop Yield,1990,1990,4,Potatoes,000 Tonnes,605
AQA03C3,Crop Yield,1990,1990,5,Turnips,000 Tonnes,387
AQA03C3,Crop Yield,1990,1990,61,Sugar beet,000 Tonnes,1480
AQA03C3,Crop Yield,1990,1990,62,Fodder beet,000 Tonnes,553
AQA03C3,Crop Yield,1990,1990,7,Kale and field cabbage,000 Tonnes,99
AQA03C3,Crop Yield,1991,1991,1,"Total wheat, oats and barley",000 Tonnes,1965
AQA03C3,Crop Yield,1991,1991,11,Total wheat,000 Tonnes,673.6
AQA03C3,Crop Yield,1991,1991,111,Winter wheat,000 Tonnes,548
AQA03C3,Crop Yield,1991,1991,112,Spring wheat,000 Tonnes,125
AQA03C3,Crop Yield,1991,1991,12,Total oats,000 Tonnes,143
AQA03C3,Crop Yield,1991,1991,121,Winter oats,000 Tonnes,89
AQA03C3,Crop Yield,1991,1991,122,Spring oats,000 Tonnes,54
AQA03C3,Crop Yield,1991,1991,13,Total barley,000 Tonnes,1148
AQA03C3,Crop Yield,1991,1991,131,Winter barley,000 Tonnes,262
AQA03C3,Crop Yield,1991,1991,132,Spring barley,000 Tonnes,886
AQA03C3,Crop Yield,1991,1991,2,Beans and peas,000 Tonnes,13
AQA03C3,Crop Yield,1991,1991,3,Oilseed rape,000 Tonnes,23
AQA03C3,Crop Yield,1991,1991,4,Potatoes,000 Tonnes,571
AQA03C3,Crop Yield,1991,1991,5,Turnips,000 Tonnes,313
AQA03C3,Crop Yield,1991,1991,61,Sugar beet,000 Tonnes,1409
AQA03C3,Crop Yield,1991,1991,62,Fodder beet,000 Tonnes,695
AQA03C3,Crop Yield,1991,1991,7,Kale and field cabbage,000 Tonnes,60
AQA03C3,Crop Yield,1992,1992,1,"Total wheat, oats and barley",000 Tonnes,2018
AQA03C3,Crop Yield,1992,1992,11,Total wheat,000 Tonnes,714
AQA03C3,Crop Yield,1992,1992,111,Winter wheat,000 Tonnes,587
AQA03C3,Crop Yield,1992,1992,112,Spring wheat,000 Tonnes,127
AQA03C3,Crop Yield,1992,1992,12,Total oats,000 Tonnes,136
AQA03C3,Crop Yield,1992,1992,121,Winter oats,000 Tonnes,86
AQA03C3,Crop Yield,1992,1992,122,Spring oats,000 Tonnes,50
AQA03C3,Crop Yield,1992,1992,13,Total barley,000 Tonnes,1168
AQA03C3,Crop Yield,1992,1992,131,Winter barley,000 Tonnes,306
AQA03C3,Crop Yield,1992,1992,132,Spring barley,000 Tonnes,862
AQA03C3,Crop Yield,1992,1992,2,Beans and peas,000 Tonnes,13
AQA03C3,Crop Yield,1992,1992,3,Oilseed rape,000 Tonnes,18
AQA03C3,Crop Yield,1992,1992,4,Potatoes,000 Tonnes,638
AQA03C3,Crop Yield,1992,1992,5,Turnips,000 Tonnes,306
AQA03C3,Crop Yield,1992,1992,61,Sugar beet,000 Tonnes,1397
AQA03C3,Crop Yield,1992,1992,62,Fodder beet,000 Tonnes,780
AQA03C3,Crop Yield,1992,1992,7,Kale and field cabbage,000 Tonnes,91
AQA03C3,Crop Yield,1993,1993,1,"Total wheat, oats and barley",000 Tonnes,1626
AQA03C3,Crop Yield,1993,1993,11,Total wheat,000 Tonnes,539
AQA03C3,Crop Yield,1993,1993,111,Winter wheat,000 Tonnes,383
AQA03C3,Crop Yield,1993,1993,112,Spring wheat,000 Tonnes,155
AQA03C3,Crop Yield,1993,1993,12,Total oats,000 Tonnes,129
AQA03C3,Crop Yield,1993,1993,121,Winter oats,000 Tonnes,80
AQA03C3,Crop Yield,1993,1993,122,Spring oats,000 Tonnes,49
AQA03C3,Crop Yield,1993,1993,13,Total barley,000 Tonnes,958
AQA03C3,Crop Yield,1993,1993,131,Winter barley,000 Tonnes,242
AQA03C3,Crop Yield,1993,1993,132,Spring barley,000 Tonnes,716
AQA03C3,Crop Yield,1993,1993,2,Beans and peas,000 Tonnes,26
AQA03C3,Crop Yield,1993,1993,3,Oilseed rape,000 Tonnes,9
AQA03C3,Crop Yield,1993,1993,4,Potatoes,000 Tonnes,569
AQA03C3,Crop Yield,1993,1993,5,Turnips,000 Tonnes,271
AQA03C3,Crop Yield,1993,1993,61,Sugar beet,000 Tonnes,1117
AQA03C3,Crop Yield,1993,1993,62,Fodder beet,000 Tonnes,600
AQA03C3,Crop Yield,1993,1993,7,Kale and field cabbage,000 Tonnes,78
AQA03C3,Crop Yield,1994,1994,1,"Total wheat, oats and barley",000 Tonnes,1609
AQA03C3,Crop Yield,1994,1994,11,Total wheat,000 Tonnes,572
AQA03C3,Crop Yield,1994,1994,111,Winter wheat,000 Tonnes,458
AQA03C3,Crop Yield,1994,1994,112,Spring wheat,000 Tonnes,114
AQA03C3,Crop Yield,1994,1994,12,Total oats,000 Tonnes,128
AQA03C3,Crop Yield,1994,1994,121,Winter oats,000 Tonnes,92
AQA03C3,Crop Yield,1994,1994,122,Spring oats,000 Tonnes,36
AQA03C3,Crop Yield,1994,1994,13,Total barley,000 Tonnes,910
AQA03C3,Crop Yield,1994,1994,131,Winter barley,000 Tonnes,216
AQA03C3,Crop Yield,1994,1994,132,Spring barley,000 Tonnes,693
AQA03C3,Crop Yield,1994,1994,2,Beans and peas,000 Tonnes,25
AQA03C3,Crop Yield,1994,1994,3,Oilseed rape,000 Tonnes,17
AQA03C3,Crop Yield,1994,1994,4,Potatoes,000 Tonnes,642
AQA03C3,Crop Yield,1994,1994,5,Turnips,000 Tonnes,296
AQA03C3,Crop Yield,1994,1994,61,Sugar beet,000 Tonnes,1390
AQA03C3,Crop Yield,1994,1994,62,Fodder beet,000 Tonnes,579
AQA03C3,Crop Yield,1994,1994,7,Kale and field cabbage,000 Tonnes,81
AQA03C3,Crop Yield,1995,1995,1,"Total wheat, oats and barley",000 Tonnes,1796
AQA03C3,Crop Yield,1995,1995,11,Total wheat,000 Tonnes,583
AQA03C3,Crop Yield,1995,1995,111,Winter wheat,000 Tonnes,451
AQA03C3,Crop Yield,1995,1995,112,Spring wheat,000 Tonnes,132
AQA03C3,Crop Yield,1995,1995,12,Total oats,000 Tonnes,129
AQA03C3,Crop Yield,1995,1995,121,Winter oats,000 Tonnes,75
AQA03C3,Crop Yield,1995,1995,122,Spring oats,000 Tonnes,54
AQA03C3,Crop Yield,1995,1995,13,Total barley,000 Tonnes,1084
AQA03C3,Crop Yield,1995,1995,131,Winter barley,000 Tonnes,251
AQA03C3,Crop Yield,1995,1995,132,Spring barley,000 Tonnes,833
AQA03C3,Crop Yield,1995,1995,2,Beans and peas,000 Tonnes,19
AQA03C3,Crop Yield,1995,1995,3,Oilseed rape,000 Tonnes,13
AQA03C3,Crop Yield,1995,1995,4,Potatoes,000 Tonnes,618
AQA03C3,Crop Yield,1995,1995,5,Turnips,000 Tonnes,289
AQA03C3,Crop Yield,1995,1995,61,Sugar beet,000 Tonnes,1547
AQA03C3,Crop Yield,1995,1995,62,Fodder beet,000 Tonnes,596
AQA03C3,Crop Yield,1995,1995,7,Kale and field cabbage,000 Tonnes,57
AQA03C3,Crop Yield,1996,1996,1,"Total wheat, oats and barley",000 Tonnes,2142
AQA03C3,Crop Yield,1996,1996,11,Total wheat,000 Tonnes,771.2
AQA03C3,Crop Yield,1996,1996,111,Winter wheat,000 Tonnes,632.5
AQA03C3,Crop Yield,1996,1996,112,Spring wheat,000 Tonnes,138.7
AQA03C3,Crop Yield,1996,1996,12,Total oats,000 Tonnes,146.1
AQA03C3,Crop Yield,1996,1996,121,Winter oats,000 Tonnes,95.1
AQA03C3,Crop Yield,1996,1996,122,Spring oats,000 Tonnes,51.1
AQA03C3,Crop Yield,1996,1996,13,Total barley,000 Tonnes,1224.6
AQA03C3,Crop Yield,1996,1996,131,Winter barley,000 Tonnes,327.9
AQA03C3,Crop Yield,1996,1996,132,Spring barley,000 Tonnes,896.8
AQA03C3,Crop Yield,1996,1996,2,Beans and peas,000 Tonnes,21.5
AQA03C3,Crop Yield,1996,1996,3,Oilseed rape,000 Tonnes,10.1
AQA03C3,Crop Yield,1996,1996,4,Potatoes,000 Tonnes,733.3
AQA03C3,Crop Yield,1996,1996,5,Turnips,000 Tonnes,309.8
AQA03C3,Crop Yield,1996,1996,61,Sugar beet,000 Tonnes,1475.6
AQA03C3,Crop Yield,1996,1996,62,Fodder beet,000 Tonnes,726.3
AQA03C3,Crop Yield,1996,1996,7,Kale and field cabbage,000 Tonnes,63.7
AQA03C3,Crop Yield,1997,1997,1,"Total wheat, oats and barley",000 Tonnes,1943.4
AQA03C3,Crop Yield,1997,1997,11,Total wheat,000 Tonnes,724.5
AQA03C3,Crop Yield,1997,1997,111,Winter wheat,000 Tonnes,563.3
AQA03C3,Crop Yield,1997,1997,112,Spring wheat,000 Tonnes,161.2
AQA03C3,Crop Yield,1997,1997,12,Total oats,000 Tonnes,131.6
AQA03C3,Crop Yield,1997,1997,121,Winter oats,000 Tonnes,83.4
AQA03C3,Crop Yield,1997,1997,122,Spring oats,000 Tonnes,48.2
AQA03C3,Crop Yield,1997,1997,13,Total barley,000 Tonnes,1087.2
AQA03C3,Crop Yield,1997,1997,131,Winter barley,000 Tonnes,287.4
AQA03C3,Crop Yield,1997,1997,132,Spring barley,000 Tonnes,799.8
AQA03C3,Crop Yield,1997,1997,2,Beans and peas,000 Tonnes,19.4
AQA03C3,Crop Yield,1997,1997,3,Oilseed rape,000 Tonnes,12
AQA03C3,Crop Yield,1997,1997,4,Potatoes,000 Tonnes,471.9
AQA03C3,Crop Yield,1997,1997,5,Turnips,000 Tonnes,284.7
AQA03C3,Crop Yield,1997,1997,61,Sugar beet,000 Tonnes,1648.2
AQA03C3,Crop Yield,1997,1997,62,Fodder beet,000 Tonnes,603.5
AQA03C3,Crop Yield,1997,1997,7,Kale and field cabbage,000 Tonnes,
AQA03C3,Crop Yield,1998,1998,1,"Total wheat, oats and barley",000 Tonnes,1865
AQA03C3,Crop Yield,1998,1998,11,Total wheat,000 Tonnes,673
AQA03C3,Crop Yield,1998,1998,111,Winter wheat,000 Tonnes,531.9
AQA03C3,Crop Yield,1998,1998,112,Spring wheat,000 Tonnes,141.1
AQA03C3,Crop Yield,1998,1998,12,Total oats,000 Tonnes,119.1
AQA03C3,Crop Yield,1998,1998,121,Winter oats,000 Tonnes,80.2
AQA03C3,Crop Yield,1998,1998,122,Spring oats,000 Tonnes,38.9
AQA03C3,Crop Yield,1998,1998,13,Total barley,000 Tonnes,1072.9
AQA03C3,Crop Yield,1998,1998,131,Winter barley,000 Tonnes,249.9
AQA03C3,Crop Yield,1998,1998,132,Spring barley,000 Tonnes,823.1
AQA03C3,Crop Yield,1998,1998,2,Beans and peas,000 Tonnes,32.4
AQA03C3,Crop Yield,1998,1998,3,Oilseed rape,000 Tonnes,16.6
AQA03C3,Crop Yield,1998,1998,4,Potatoes,000 Tonnes,482.1
